gen;sp
812;6
813;6
814;5
815;5
816;5
817;5
818;6
819;6
820;6
821;5
822;5
823;6
824;6
825;6
826;7
827;7
828;7
829;7
830;7
831;7
832;7
833;7
834;7
835;7
836;7
837;7
838;7
839;6
840;6
841;6
842;6
843;6
844;6
845;6
846;6
847;6
848;6
849;6
850;6
851;6
852;6
853;7
854;7
855;7
856;7
857;7
858;7
859;7
860;7
861;7
862;7
863;7
864;7
865;6
866;7
867;8
868;8
869;7
870;7
871;7
872;7
873;7
874;8
875;8
876;8
877;8
878;7
879;8
880;7
881;7
882;7
883;7
884;8
885;7
886;8
887;8
888;6
889;6
890;9
891;9
892;9
893;7
894;6
895;6
896;7
897;5
898;5
899;5
900;5
901;5
902;5
903;5
904;5
905;5
906;4
907;5
908;5
909;5
910;5
911;5
912;5
913;5
914;5
915;5
916;5
917;5
918;4
919;4
920;4
921;4
922;4
923;5
924;5
925;5
926;5
927;5
928;5
929;5
930;5
931;5
932;4
933;4
934;4
935;4
936;4
937;4
938;4
939;5
940;5
941;5
942;5
943;5
944;5
945;5
946;5
947;5
948;5
949;5
950;5
951;5
952;6
953;6
954;6
955;6
956;6
957;6
958;5
959;5
960;5
961;5
962;5
963;4
964;4
965;3
966;3
967;4
968;4
969;4
970;4
971;4
972;4
973;4
974;4
975;4
976;3
977;3
978;3
979;3
980;3
981;4
982;3
983;3
984;3
985;3
986;4
987;4
988;4
989;3
990;4
991;4
992;4
993;4
994;4
995;4
996;4
997;3
998;3
999;4
