gen;sp
812;40
813;40
814;40
815;40
816;40
817;40
818;40
819;40
820;40
821;40
822;40
823;40
824;40
825;40
826;40
827;40
828;40
829;40
830;40
831;40
832;40
833;40
834;40
835;40
836;40
837;40
838;40
839;40
840;40
841;40
842;40
843;40
844;40
845;40
846;40
847;40
848;40
849;40
850;40
851;40
852;40
853;40
854;40
855;40
856;40
857;40
858;40
859;40
860;40
861;40
862;40
863;40
864;40
865;40
866;40
867;40
868;40
869;40
870;40
871;40
872;40
873;40
874;40
875;40
876;40
877;40
878;41
879;41
880;41
881;41
882;40
883;41
884;41
885;41
886;41
887;41
888;41
889;41
890;41
891;41
892;41
893;41
894;41
895;40
896;40
897;40
898;40
899;41
900;41
901;41
902;41
903;41
904;41
905;41
906;41
907;41
908;41
909;41
910;41
911;41
912;41
913;41
914;41
915;41
916;41
917;41
918;41
919;41
920;41
921;41
922;41
923;41
924;41
925;41
926;41
927;41
928;41
929;41
930;41
931;41
932;41
933;41
934;41
935;41
936;41
937;41
938;41
939;41
940;41
941;41
942;41
943;41
944;41
945;41
946;41
947;41
948;41
949;41
950;41
951;42
952;41
953;41
954;41
955;41
956;41
957;41
958;41
959;41
960;41
961;41
962;41
963;41
964;41
965;41
966;41
967;41
968;41
969;41
970;42
971;41
972;41
973;41
974;41
975;41
976;41
977;41
978;41
979;41
980;41
981;41
982;41
983;41
984;41
985;41
986;41
987;41
988;41
989;41
990;41
991;41
992;41
993;41
994;41
995;41
996;41
997;41
998;41
999;41
