gen;sp
812;3
813;3
814;3
815;3
816;3
817;3
818;3
819;3
820;3
821;3
822;3
823;3
824;3
825;3
826;3
827;3
828;3
829;3
830;3
831;3
832;3
833;3
834;3
835;3
836;3
837;3
838;3
839;3
840;3
841;3
842;3
843;3
844;3
845;3
846;3
847;3
848;3
849;3
850;3
851;3
852;3
853;3
854;3
855;3
856;3
857;3
858;3
859;3
860;3
861;3
862;3
863;3
864;3
865;3
866;3
867;3
868;3
869;3
870;3
871;3
872;3
873;3
874;3
875;3
876;3
877;3
878;3
879;3
880;3
881;3
882;3
883;3
884;3
885;3
886;3
887;3
888;3
889;3
890;3
891;3
892;3
893;3
894;3
895;3
896;3
897;3
898;3
899;3
900;3
901;2
902;2
903;2
904;2
905;2
906;2
907;2
908;2
909;2
910;2
911;2
912;2
913;2
914;2
915;2
916;2
917;2
918;2
919;2
920;2
921;2
922;2
923;2
924;2
925;2
926;2
927;2
928;2
929;2
930;2
931;2
932;2
933;2
934;2
935;2
936;2
937;2
938;2
939;2
940;2
941;2
942;2
943;2
944;2
945;2
946;2
947;2
948;2
949;2
950;2
951;2
952;2
953;2
954;2
955;2
956;2
957;2
958;2
959;2
960;2
961;2
962;2
963;2
964;2
965;2
966;2
967;2
968;2
969;2
970;2
971;2
972;2
973;2
974;2
975;2
976;2
977;2
978;2
979;2
980;2
981;2
982;2
983;2
984;2
985;2
986;2
987;2
988;2
989;2
990;2
991;2
992;2
993;2
994;2
995;2
996;2
997;2
998;2
999;2
